more_info,is_dress,is_mini
"style notes
 A unique take on our treasured Fierra Dress, this slip dress features double straps and a sexy cutout design on the back. Easy, breezy perfection.
 DETAILS
 
- V-neck- Lined- Cutout back detail- Mini length-",True,True
"Wear you Fairy Lantern dress while collecting magical herbs in your garden at midnight, on your way to the local ballroom.
The Fairy Lantern dress makes you feel mysterious and beautiful, you will want to make your wildest dreams come true. Wear it with a navy wool cape and patent leather ballerinas.
Transparent, sparkling front spike insert. Body: navy crepe. Two bottom layers- slightly transparent.",True,True
"
- Dramatic rose-print brocade A-line shift dress
- Roundneck
- Sleeveless
- Back zipper
- 94% silk, 6% elastane
- Stretch silk lining
- About 35.5"" from shoulder to hem
- Cotton/viscose/silk
- Dry clean
- Made in Italy
- Model shown is 5'10"" (177cm) wearing US size 4.

",True,True
"This fresh new party dress contrasts an easy shift in bright white stretch silk with a sheer floral panel in black sequins on lace. Invisible back zip. Falls to mid thigh. Fit is true to size.
Details
-Style #: D948801N15 
-49cm / 19"" from natural waist
Fabric
-Our new midweight modern stretch double cloth that holds its form and flatters the body.-63% Polyester Ceramica 27% Viscose 7% Cotton 3% Elastane",True,True
"A simple yet stunning cocktail dress in shocking pink for the statement-maker that’s not afraid of color. Crafted in Italy from the finest silk faille for body and structure, it’s styled with a playful cocoon skirt and high-low hem. Get the perfect match by pairing with our embroidered Tatum sandals  and a jewel-encrusted belt  in our signature shocking pink. • Includes self-belt• 100% silk• Dry clean only• Made in Italy",True,True
"YOUR FAVORITE T-SHIRT IS NOW YOUR NEW FAVORITE DRESS, THE KNIT TEE DRESS IN OMBRE STRIPED JERSEY FEATURES A CREW NECK, SHORT SLEEVES AND AN EASY TO WEAR, SLOUCHY FIT.",True,True
"This season, fall’s most delicious looks have us feeling fresh—fresh as juice, to be exact. Inspired by liquid lunches, Opening Ceremony reimagined the fruit stand to create a collection stocked with banana peel vinyl, leafy jacquards, and produce stickers stamped on knits. But find no squeezing here: From peel-away epaulets to swirled ruffles, the silhouettes mix the fitted and the draped for a well-balanced collection.  Our signature fit-and-flare silhouette is updated for fall in a cabbage-inspired white-and-black jacquard. Its voluminous, mini-length skirt is balanced by vertical seams, sleeveless straps, and deep V's down the front and back. Rear zipper closure. 100% Polyester | Made in China",True,True
"
- Feminine silhouette with laser-cut accent
- Roundneck
- Sleeveless
- Laser-cut detail
- Fit-and-flare silhouette
- Racerback
- Concealed back zip
- Lined
- About 17"" from natural waist
- Polyester/viscose
- Dry clean
- Imported
- Model shown is 5'10"" (177cm) wearing US size 4.

",True,True
"Worn by Diane for the CFDA Awards, this Harriet tunic is chic and modern with sequin embellishments. A relaxed silhouette. Pockets. No zip style. Mini legnth. Fit is true to size. Fabric: 100% Polyester",True,True
"Don't think of relegating the Zia Kaftan to the poolside! The gorgeous black and white print is so chic, we advise wearing it everywhere!  - V-neck - Bell sleeve - Back zip - 96% Silk 4% Spandex - Mini dress",True,True
"An airy chiffon top and sleeves mimic the look of a layered ensemble, adding playful dimension to this floral-print sheath.

- Allover print
- Chiffon top and blouson sleeves
- Sash tie neckline
- Illusion scoopneck
- Pencil skirt
- Back vent
- Concealed back zipper
- Stretch silk lining
- About 40"" from shoulder to hem
- Rayon/silk
- Dry clean
- Made in Italy

",True,False
"…fill your grandma's wicker basket with the apples from her backyard, fresh baked bread, jam and champagne and meet your best friend in the park for brunch…
100% cotton, elastic smocked denim at the bust,cream colored buttons. 
                xs                         s                           m                        l
bust:   83cm/32 3/4”     87cm/34 1/4”     91cm/35 3/4""    95cm/37 3/8""
waist: 70cm/27.5”         74cm/29 1/8”    78cm/30 3/4""     82cm/32 1/4""
“and the spring will leave this room
and the flowers trapped inside „ - Future Islands",True,False
"BLACK.
Our dream wear-to-work dress, the Bevin transitions easily to evening. In our new ceramic fabric. With side ruching and a wide v-neck. Lined. Side zip. Falls to the knee. Fit runs small.
Fabric: Our new midweight modern stretch double cloth that holds its form and flatters the body.
63% Polyester 27% Viscose 7% Cotton 3% Elastane",True,False
"A classic shirtdress with a matrix flower print. Notched V-front, patch pockets, drawstring waist, in seam pockets at hip and a shirttail hem. Relaxed fit.
- Model is a size 2. Height 5'10.
- Hits at high hip.
- 21"" inches from high point shoulder.
- 100% silk.
-  Dry clean only. 
- Imported.",True,False
Ivory Sanded Silk,True,False
"Mesh stripes punctuate this hourglass sheath with a dose of sultry edge. 

- Roundneck
- Long sleeves
- Mesh detail at sleeves, waist and hem
- Pullover style
- About 27"" from natural waist
- Polyamide/spandex
- Dry clean
- Made in Italy

",True,False
"The Freya is a relaxed silhouette that transitions easily between seasons. With side pockets, button front closure and hidden drawstring waist. 3/4 sleeves. Unlined. Falls to mid thigh. Fit is true to size.
Details
-Style #: D791701N15 
-52cm / 20"" from natural waist
Fabric
-A lightweight silk with soft, fluid feel and light stretch and sheen.-95% Silk 5% Spandex",True,False
"Backless fitted dress in a bold floral motif

Back Zip
Unlined
Mid-weight, stretchy fabric
Tailored for a slim fit
 

Model is 5'11""
35"" bust, 25"" waist, 36"" hips
Wearing a Size 4

Fits true to size

For additional sizes or assistance with placing your order, please contact customerservice@sunony.com or 
(800) 380-7835.",True,False
"Galaxy Ten Capsule Collection. 

Celebrating 10 years of the iconic Galaxy dress, this perfectly-proportioned, superbly flattering piece is the finest example of Roland Mourets dexterity when designing for the female form. Classic and theatrical, featuring a square neckline, white hourglass silhouette, a thin waist belt and short pleated sleeves, with a centre back button-down vent adding a cinematic 1940s feel. 

100% Virgin Wool; Lining: 66% Polyamide; 20% Elastane; 14% Silk 

#winterwhite",True,False
"Subtle structure and beautiful lines make this timeless dress an elevated essential. Layered with tiered inverted box pleats, the flattering A-line skirt meets a fitted sleeveless top that hits at the natural waist. Angled side  pockets add a feminine sophistication. For a layered look, wear over a refined turtleneck, or  style with a mixed media jacket for evening. The  hem covers the knee.",True,False
- Scoop neck - Sleeveless - Fitted style - Mid-length - Exposed back zip,True,False
"BLACK.
This little black dress is an evening favorite you'll turn to again and again, with a little stretch, a little ruffle and an easy touch of sheer chiffon. With side zip. Falls to mid thigh. Fit is true to size.
Fabric: 63% Polyester 27% Viscose 7% Cotton 3% Elastane
63% Polyester 27% Viscose 7% Cotton 3% Elastane",True,False
"Crafted in luxurious soft crepe with delicate draping, this bold Lapis-hued dress is an instant classic with an elegant ease. Crepe.",True,False
"Marc Jacobs Wool Gabardine V Neck Dress is made from a Japanese worsted wool fabrication, woven as a warp-faced steep with prominent diagonal ribbing on the front and a smooth surface on the back. An elegant silhouette features a belt that sits at the natural waist, creating a contoured silhouette. A deep shoulder seam and soft gathers in the fabric make this a relaxed, military-inspired look. Hidden pockets are comfortable and convenient. 

100% Japanese Gabardine Wool.

#W41502507",True,False
"Pre-Fall 2015 Collection. The strapless Esther Dress is a perfect little cocktail dress for evening or can be transformed with a jacket for day dressing. Constructed of petrol satin faille, the bodice is artfully designed with origami-like folds creating subtle interest; the skirt a uniform pencil shape. The back is completed with the signature Roland Mouret gold zip.     100% Polyester; Corset: 63% Viscose; 34% Acetate; 3% Elastane; Lining: 100% Silk",True,False
"The Gen Dress is a thing of beauty. The rose gold high low design with a cutout back is romance defined. Ideal for a night to the Ballet or any formal event. Make it your own. Made from Polyester and Nylon.
Size & Fit 
Model is 5'11"" and wearing a size 0.
Fits true to size.
See the size guide here",True,False
"A leather skirt is a wardrobe essential: this design offers a flattering silhouette with an inverted front pleat for movement and an easy, rounded shape. On-seam front pockets and a back zip closure finish the look. Style with a crisp poplin button up for polish, or a Favorite Tank for a cool off-duty look.",True,False
"Length from High Point Shoulder to hem 36 1/2""
Front chest width 13 1/2""
Zipper length 14 1/2""

Photo: For The Love of Fancy",True,False
- V-neck - Sleeveless - Highwaist - Exposed back zip - Mid-length,True,False
"Colorblocking lends mod-cool style to this sleeveless sheath, cutout at the side and slit at the hem for added intrigue.

- Roundneck
- Sleeveless
- Cutout side
- Slit hem
- Concealed back zip
- Lined
- About 30"" from natural waist
- Polyester/viscose/elastane
- Dry clean
- Imported

",True,False
"A feminine silhouette, the Cotton Twill V-Neck Dress is crafted from lightweight cotton twill. Soft yet durable, this easy to wear fabric is finished to look luxe, with hand placed and painted cabochons and intricate Swiss embroidery. An embellished belt sits at your natural waist and has a military inspired feel. Careful pleats conceal two side pockets for comfort and convenience. 100% Wool#W41504507",True,False
"(FINAL SALE!) 
Details:
A formfitting knee-length dress in textured jersey. Allover seam detailing and a bodycon silhouette lend a slim, flattering look. Short sleeves. Hidden back zipper. 

Fabric: Textured heavy jersey. 
Polyamide/polyester/elastane. 
Machine wash, do not dry clean.                            
How It Fits:
Length: 41"" / 104cm from shoulder to hem
Model is in size 0
Model is 5'9"" / 175cm, bust 32"" / 81cm, waist 23"" / 58.5cm, hips 35"" / 88cm",True,False
"This short sleeve shirt dress with waist sash is from the AW 15 collection.
-Waist sash 
-Concealed button placket 
-Wool/Elastane
-Dry clean only 
-Made in NYC",True,False
"This sleeveless dress is chic and easy—a great transition piece from season to season. Its hidden button half placket complements the patch pockets, while the drawstring lends an relaxed vibe that’s chicly contrasted by the softly pleated  skirt. Layer with  the Oversized Wool Cashmere Cardigan With Tie on colder days.",True,False
"Part lady, part punk, this sleeveless dress captures the defiant spirit of our fall collection. ""Destroyed"" lace panels finished with organic, undulating edges expose silk charmeuse underneath. The effect is pretty not prissy.

F315-9506WBA-CREAM

- 45% VISCOSE 35% COTTON 20% NYLON
- Model is 5'8'', and wears a Size 2",True,False
"THE SLEEVELESS SHIRT DRESS IN MUTED PLAID FEATURES A BUTTON FRONT, SHIRT COLLAR, PATCH FRONT POCKET AND FLATTERING, CINCHED DRAWSTRING WAIST - A STAPLE FOR WARM WEATHER DRESSING.",True,False
".. Wearing your Marvin dress, red ballet flats and a woven basket- you are shopping for nectarines, tomatoes, basil and fresh bread at the old market in Valencia. You sip a little cortado at a market booth as the light shines into the market like in a cathedral...
Thin white/ blue striped soft cotton. Bottons on top. Fabric belt.
""Although I've been away so many lonely nights, you know I am back today, I am back to stay in your arms."" -Bridget St. John
Measurements:
Bust: XS 94cm/37in * S 98cm/38.5in * M 102cm/40in * L 106cm/41.5in
Waist: XS 69cm/27in * S 73cm/28.5in * M 77cm/30.5in * L 81cm/31.5in
Skirt Length: 65.5cm/25.5in for all sizes",True,False
"The ultimate party dress, the stretch lace Zarita is one of our most popular styles now in a longer length. 3/4 sheer lace sleeves. Exposed back zip. Scalloped lace detail at hem. Silk jersey lining. True to size. Falls to above the knee. 

- Style #: D7586973E00 
- 53 cm / 21 in from natural waist 

FABRIC 

A unique stretch lace that flatters the body and allows for movement.",True,False
"A sophisticated statement, this unexpected shift dress has a chic neck zipper and beautifully draped front panel to create a dramatic asymmetric line  across the clean, streamlined silhouette. The zippered V-neck  allows you to control the amount of drape and movement, and adds a touch of  downtown edge. Style  with a Scuba leather jacket and booties.  The slightly tapered hem falls just below the knee.",True,False
"Details:
This dress is made of stretch jacquard, a textured knit fabric that is extremely stretchy and soft yet sculpts and shapes the body. The off-shoulder straps are feminine and sexy, and the midi-length of the skirt is on-trend and figure-flattering. 

Fabric:
Jacquard.
Polyester/Acetate/Nylon.
Dry clean with out trichloroethylene.

How It Fits:
Length: 39in / 99cm, from shoulder to hem

Model is in size 0
Model is 5'9"" / 175cm, bust 32 / 81cm, waist 23 / 58cm, hips 35 / 88cm",True,False
"Update your wardrobe with this stylish wrap-around jersey Soho Boa Wrap Dress. Perfect for dressing up or down, it has a bold abstract print and a V-neck for a sophisticated finish. 

DESCRIPTION 

- Jersey wrap-around dress with long sleeves 
- Colourful snakeskin-inspired abstract print throughout 
- V-neck 
- Below-the-knee 
- US size 6 length is 111cm 

Our model is 5ft 9"" and is wearing a US size 6. 

Style code - 71ebk 


MATERIAL & CARE 

- Dry clean only 
- 100% Polyester 

French Connection does not ship to Puerto Rico",True,False
"Black mesh adorns the shoulders, chest, and sleeves of this charming little black dress.",True,False
"Pre-Fall 2015 Collection. The monochrome Roland Mouret Sanbre Dress plays up the colour contrast with two different fabrics: black double wool crepe and white stretch viscose. The long-sleeve, V-neck dress benefits from diagonal white panels on the skirt creating an optical illusion and, ultimately, a conversation piece. 95% Viscose; 5% Elastane",True,False
"Cherry Printed Black Matte Charmeuse Tennis Dress. Fitted Bodice, slight A-Line Skirt. Bodice Lined with Silk Charmeuse. 

Model wears Size 4",True,False
"
- Flared silk dress with a metallic sheen
- Ruffled roundneck and arm holes
- Sleeveless
- Fit-and-flare silhouette
- Pleated hem
- Concealed side zip
- Back button closure
- About 40"" from shoulder to hem
- Silk/metallicized fibers
- Contrast: Silk
- Dry clean
- Made in Italy
Model shown is 5'10"" (177cm) wearing US size 4.

",True,False
"Beauty is in the eye of the beholder. The Shirina Dress delights every eye with it’s suspended fringe and multi colored combo. Falling past the knees, this statement piece is elegant and classy. Fall in love with Fall. 
Size & Fit 
Model is 5'11"" and wearing a size 0.
Fits true to size.
See the size guide here.",True,False
"The T72 is the original wrap style updated for the modern woman. A cut waist flatters curves, while the collar, full-length sleeve and A-line skirt add a sophisticated edge. With self-tie at waist. Unlined. Falls to above knee. Fit runs small. Fabric: 100% Silk Jersey",True,False
"Striped shirting fabric creates a hybrid look at the back of this sculptural design from Sacai Luck, cast in soft sweatshirt material.

- Crewneck with V-insert
- Long sleeves
- Striped back panel with collar detail
- About 34"" from shoulder to hem
- Cotton/nylon
- Contrast: Polyester/cupro
- Trim: Cotton
- Dry clean
- Made in Japan

",True,False
"For Resort '15, the Opening Ceremony girl travels to the tropical coast for a kiki and a swim: sea anemone and palm fronds are amplified and collaged with tonal stripes, quilted denim, pastel jacquard, and whimsical raffia. The collection is offbeat and colorful, full of shorter hemlines and sporty elements.  Detailed with a panel of raffia stripes, this black shift dress is a whimsical addition to your closet. The raffia teture is added to a sheer mesh panel underneath, creating a graphic, standout look. It has a hidden back zipper and full lining. Body: 100% Polyester, Combo: 100% Silk, Lining: 100% Acetate | Made in India",True,False
"*SALE PRICE APPLIES TO SELECT COLORS*
Featuring a slim cut in softly textured bouclé, this dress works day or night. Three-quarter length sleeves lend an elegant feel, the close-to-the-body fit is flattering, and the hem length to the knee is sophisticated ease. Pair with a  leather vest or jacket to give it an urban edge.",True,False
"For Resort '15, the Opening Ceremony girl travels to the tropical coast for a kiki and a swim: sea anemone and palm fronds are amplified and collaged with tonal stripes, quilted denim, pastel jacquard, and whimsical raffia. The collection is offbeat and colorful, full of shorter hemlines and sporty elements.  Featuring our lightweight yet structured bonded cotton, this strappy dress is a striking addition to your LBDs. Its wave-inspired sweetheart neckline is repeated at the hem, creating an easy-to-wear fit. The back is cut low and finished with a hidden zipper closure. 98% Cotton, 2% Elastane, Lining: 100% Polyester | Made in USA",True,False
" - V-neck - Sleeveless - Shift dress - Fitted style - Gathered on side - Exposed back zip
",True,False
"Details:
Ruched seams flatter the silhouette of this knee-length ponte dress. Boat neckline. Hidden back zipper. 3/4 sleeves.

Fabric: Ponte.
Rayon/nylon/elastane.
Dry clean.

How It Fits:
Length: 35in / 89cm, from shoulder to hem
Model is in size P
Model is 5'9"" / 175cm, bust 32 / 81cm, waist 23 / 58cm, hips 35 / 88cm",True,False
"The classic T Dress is updated this season in two new prints, perfect for day or night.",True,False
"HUNTER GREEN.
Perfect for work or weekend, the Zoe is easy and chic. With side ruching. No zip style. In silk jersey. Falls to mid-thigh. Fit is true to size.
Fabric: 100% Silk
100% Silk",True,False
"..Wear your dreamy Crimson and Clover dress to your best friend's summer wedding in Sweden, flower crowns in your hair. Fairy dust and fire flies all around..
The Crimson and Clover dress with it's structured striped silk is a ballerina's dream.
Adjustable back with straps. Cotton lined. Fastened with two buttons in the back. Length from shoulder to bottom of dress: 80cm.
Measurements:
Waist: XS 70cm/27.5in * S 74cm/29in * M 78cm/30.5in * L 79cm/31.5in
Skirt Length from Waist: XS 79.75cm/31.5in * S 80.5cm/31.5in * M 81.25cm/32in * L 82cm/32in",True,False
"This v-neck shift shines in colorful jacquard. With contrast belt and trim and invisible back zip. Pair with the Amana coat for the full look. Falls to above the knee. Fit is true to size. 

- Style #: D952902N15 
- 59cm / 23"" from natural waist 

FABRIC 

A medium weight cotton and synthetic blend with slight stretch. 

43% Acetate 38% Cotton 19% Polyester",True,False
"(FINAL SALE!) 
Details:
Tuck details add a figure-flattering dimension to this faux-wrap floral dress. Cap sleeves. Pullover style. 

Fabric: Stretch jersey. 
Rayon/spandex. 
Dry clean with out trichloroethylene.                            
How It Fits:
Length: 39"" / 99cm from shoulder to hem
Model is in size P
Model is 5'9"" / 175cm, bust 32"" / 81cm, waist 23"" / 58.5cm, hips 35"" / 88cm",True,False
"The sweater dress is effortless refinement in this relaxed, sleeveless silhouette blocked with directional ribbing. Vertical lines on top draws the eye up to the flattering mock neckline, horizontal lines below the drop waist create the look of a skirt. For cooler weather, style with a leather jacket  or wear with a Skinny  Rib Turtleneck.",True,False
"Lace Dress | Rebecca Taylor
- Model is a size 2. Height 5'10.
- Hits below the knee.
- 41"" inches from model high point shoulder.
- 50% rayon, 50% nylon.
- Combo fabric: 100% silk.
- Waistband: 100% lamb leather.
- Lining: 100% polyester
- Dry clean only.
- Imported.",True,False
"Details:
A faux wrap front and allover tuck details flatter the silhouette of this cotton metal dress. Hidden back zipper. Cap sleeves.

Fabric: Cotton metal. 
Cotton/nylon/metal/elastane.
Dry clean without trichloroethylene. Iron low.

How It Fits:
Length: 34in / 86cm, from shoulder to hem

Model is in size 2
Model is 5'10"" / 175cm, bust 32 / 81cm, waist 23 / 58cm, hips 35 / 88cm",True,False
"THE MILO SHIRT DRESS IN SUBTLE PIN DOT PRINTED SILK FEATURES EXTRA LONG SIDE SLITS AND CALF GRAZING LENGTH. WEAR THE VERSATILE SILHOUETTE ALONE OR OPEN WITH SKINNY JEANS FOR A NEW TAKE ON THE SHIRT DRESS. -  Model wearing size small
-  Model Measurements: Height: 5'10"" Bust: 32"" Waist: 23""
-  100% Silk 
- 44 3/4"" measured from shoulder
-  Dry Clean 
-  Imported 
- Style: #Q1909-E644",True,False
"Fitted and feminine, this asymmetric dress is the ultimate in modern workwear. Team with cut-out cage heels and deep plum lipstick for a smart look that shows you mean business. 

DESCRIPTION 

- Fitted dress with assymetric neckline 
- Sleeveless on one arm with short cap sleeve on the other 
- Wrap-over detail at skirt with centre front triangular hem cut-out 
- Invisible centre-back zip with hook and eye fastening 
- US size 6 length is 95cm 

Our model is 5ft 10.5"" and is wearing a US size 6. 

Style code - 71ebp 


SIZING & CARE 

- Dry clean only 
- 95% Viscose 5% Elastane",True,False
"Made from our structured heavy-weight crepe—which has a smooth satin side that reverses to reveal soft pebbled texture—this unique dress features unconventional seam details and a gathered bodice that create an organic, asymmetrical effect.

- 55% Viscose, 45% Acetate
- Model is 5'8'', and wears a Size 2
- H115-9512HWO-Black",True,False
"Autumn/Winter 2015 Collection.The Shapur dress by Roland Mouret presents an alternative take on the trans-seasonal staple, dramatically adorned with a feast of textures and patterns in ostrich wool and stretch viscose. Intricate cut out work at the bodice reveals subtle flashes of skin, while an exposed, suspended zipper and band detailing hint at Mouret. 72% Viscose; 23% Wool; 2% Elastane; 2% Cotton; 1% Linen",True,False
"                                                        As a tribute to Carol and Humberto’s longtime friend Spike Jonze, the Fall/Winter 2015 collection filters the filmmaker’s never-before-seen 35-millimeter candids through an OC lens. Seams, plackets, and cuffs come in double layers evoking multiple exposures—all in an autumnal palette inspired by Kodak. - Sleeveless dress- Flared bottom- Roundneck- 44% viscose, 39% rayon, 17% nylon- Made in China                   (SKU: 10214759 | GID: 98232)",True,False
"100% rayon twill with asymmetrical hem
wide dress with low waisteline
pleated skirt with pockets and contrasting green sleeve
medium is 46"" long from shoulder to lowest point on hem
** some variation in color due to each piece being hand dyed in micro batches",True,False
"Continuing the exploration of “body-mapping” introduced in our fall 2015 collection, this shirred dress uses unconventional seams and asymmetrical details to trace new lines along the female form.

- 65% Acetate, 35% Polyamide
- Model is 5'8'', and wears a Size 2
- H115-9984MJY-Sandstone",True,False
"An iconic HALSTON style, luminous sequins adorn this curve-flaunting silhouette, finished with a front slit for added allure.

- Hook and eye above left side seam zipper with 2 buttons at back neck with 1 extra metal snap center back halter
- Fitted silhouette
- 5% Spandex, 95% Polyester
- 9% Spandex, 91% Polyester
-  Length: 46in, Bust: 33.4in, Waist: 29in, Low Hip: 37.5in
- Dry Clean Only
- Imported
- BZQ151472E",True,False
"This pleated A-line skirt in our Novis exclusive Jacquard is from the AW 15 collection.
-Fully lined 
-Sideseam pockets 
-Concealed back zipper 
-Nylon, Polyester and Silk 
-Dry clean only 
-Made in NYC
Shown with: 
 The Pascal Top",True,False
"Details:
Boutique exclusive. 

Shimmering jacquard elevates this cowl neck cocktail dress. Drape details accent the bodice. Hidden back zipper. Sleeveless. 

Fabric: Jacquard.
Polyester/metal.
Dry clean.                            
How It Fits:
Length: 37in / 94cm, from shoulder to hem
Model is in size 0
Model is 5'9"" / 175cm, bust 32 / 81cm, waist 23 / 58cm, hips 35 / 88cm
",True,False
"Details:
Ruched seams detail the body of this boat neck knit dress. Back zipper closure. Sleeveless. 

Fabric: Knit lurex.
Nylon/metal/Polyestereurothaneelastomere.
Machine wash cold, iron high.

How It Fits:
Length: 20"" / 50.8cm, from shoulder to hem.

Model is in size 0
Model is 5'9"" / 175cm, bust 32 / 81cm, waist 23 / 58cm, hips 35 / 88cm",True,False
"A brocade pattern of vibrant roses lends a romantic look to this form-flattering sheath. 

- Round neckline
- Sleeveless
- Pencil skirt
- Back vent
- Concealed back zipper
- About 40"" from shoulder to hem
- Silk/wool
- Dry clean
- Made in Italy

",True,False
"A versatile day-dress made from a light Italian stretch wool for exceptional comfort and movement. Style yours with boots.  DETAILS AND FIT  -Round neck-Vented hem-Approximately 42” from shoulder to hem  MATERIAL  
-94% wool, 6% polyester-Dry clean-Italy
  Fabric: LOUNGE STRETCH  Style: F1011723",True,False
"A Long Sleeve Knee Length Dress.
-Concealed back zipper 
-Button closure with sleeve
-100% Silk
-Fully lined
-Dry clean only 
-Made in NYC",True,False
"DESCRIPTION
long sleeve sweater dress
Calvin Klein Sportswear
mock neck
space dye pattern
tonal topstitching
seaming details

FABRIC + CARE
hand wash
100% acrylic
imported

FIT + SIZING
38"""" from shoulder to hem
model is 5'9""""
measurements were taken using a size 6
please note that measurements may vary by size",True,False
"Scoop neck and back. Hidden back zipper.

Fabric: Powernet.
Nylon/elastane.
Dry clean without trichloroethylene.",True,False
"Details:
Our stretch jersey Felicity dress features a square neckline and side tuck detailing. 

Fabric: Stretch jersey. 
Acetate/polyester/spandex.
Dry clean.

How It Fits:
Length: 34"" from shoulder to hem
Model is in size S
Model is 5'10"" / 178cm",True,False
"Our go-anywhere Arianna dress in savory silk with hand painted arrows, features a scoop neck, drop waist flowy skirt and racerback. Wear it loose and relaxed or belted to cinch the waist.     
													Details
							    - Arrow Printed Savory Silk
- 100% Silk
- Dry Clean
- Imported, China

																    -  Model Is Wearing Size Small 
-  Length 36 1/6""",True,False
Lightweight dress made of recycled poly fabric.,True,False
"If you need an update to your classic black shift, look no further than the Sexy Sia with dipping hem, ruched skirt, and bateau neck she is sassy and sexy.",True,False
"Form fitting knit dress with twist detail at the waist, wide shoulders and below the knee hem. 

Fabric

Black:  Made of 50% organic cotton / 45% soybean / 5% spandex

Imported by Pickering in California

Stripes: Made of 100% organic cotton

Produced domestically by Spiritex in North Carolina

Garment Manufacturing

This garment is proudly cut and sewn in New York City's Garment District by a woman-owned company: 

M.L.J. Fashions: 135 West 36th, New York, NY 10018",True,False
"
- Ruched wrap front sophisticates fitted dress
- V-neck
- Long sleeves
- Wrap-front bodice
- Ruched neckline and back side
- Concealed back zip
- Fitted silhouette
- Lined
- About 43"" from shoulder to hem
- Dry clean
- Made in Italy
- Model shown is 5'10"" (177cm) wearing US size 2.

",True,False
"Details:
Slim front and back cutout adds interest to this knee-length laser cut printed dress. Scoop neck. Hidden back zipper. Bra-friendly. Exposed back zipper. 

Fabric: 
Neoprene

Polyester/Elastane

How It Fits:
Length: 39"" / 99cm

Model is in size 0
Model is 5'9"" / 175cm, bust 32"" / 81cm, waist 23"" / 58.5cm, hips 35"" / 88cm",True,False
"The figure-hugging cut of our Havana Lace Dress can't fail to turn heads. With hidden under-wired support, its curve-contouring cut will create an ultra-feminine silhouette on balmy summer nights spent sipping cocktails. 

DESCRIPTION 

- Lace dress 
- Adjustable shoulder straps 
- Padded, underwired bodice 
- Ruffled hem 
- Fully lined 
- Zip fastening along back 
- US size 6 length is 88cm 

Our model is 5ft 11"" and is wearing a US size 6. 

FINAL SALE 

Style code - 71doa 


MATERIAL & CARE 

- Dry clean only 
- 55% Cotton 40% Nylon 5% spandex 

French Connection does not ship to Puerto Rico",True,False
Wood bark inspired print in black and white jacquard lends a graphic element to a classic fitted dress. This dress comes with a black leather belt to define the waist.  Jacquard/Ponte.,True,False
"(FINAL SALE!) 
Details:
A sultry floral print updates our classic Carly dress. Side and back tucking shapes and slims the figure. Spaghetti straps.

Fabric: Techno metal. 
Polyester/metal/modacrylic/elastane. 
Dry clean.                            
How It Fits:
Length: 34.5"" / 88cm from shoulder to hem 
Model is in size 0
Model is 5'9"" / 175cm, bust 32"" / 81cm, waist 23"" / 58.5cm, hips 35"" / 88cm",True,False
"Inspired by the hazy dreams of suburban adolescence, Spring/Summer ’15 recalls pre-Internet simplicity: ASCII code shape pullovers and graphic waistcoats, while repeating symbols appear on layered pant hems, mesh-trimmed minis, and stacked welt pockets. Even the muted palette of blush, palladium green, and sky blue recall summers lost to backyard musing. It’s this kind of nostalgia that staged ""100% Lost Cotton,"" the season's presentation-meets-play about the forgotten aspirations of fashion and its worthwhile pursuit.  Showcasing a jacquard of diagonal code-inspired ribbons, the pre-Internet theme is repeated with a stack of welt pockets along the left side. The V-neck, sleeveless silhouette is tailored with button-down closures and a black lining peeking from beneath the knee-length hem. It's the stand-out, flattering cut made for outdoor weddings. 48% Cotton, 41% Polyester, 11% Nylon | Lining 1: 100% Cotton, Lining 2: 100% Polyester | Made in New York",True,False
"(FINAL SALE!) 
Details:
Our Krista silhouette updated in a bright hue. Side and back tucking shapes and slims the figure. V front and back neckline. Empire waist. Lined.

Fabric: Cotton metal.
Cotton/nylon/metal/lycra. 
Dry clean without trichloroethylene, low iron.                            
How It Fits:
Length: 38in / 96.5cm, from shoulder to hem
Model is in size 0
Model is 5'9"" / 175cm, bust 32 / 81cm, waist 23 / 58cm, hips 35 / 88cm",True,False
"An elegant square neckline is the focal point of this tailored sheath in lightweight stretch fabric. 

- Squareneck
- Sleeveless
- Waist darts
- Pencil skirt
- Scoopback
- Concealed back zipper
- Silk lining
- About 42"" from shoulder to hem
- Rayon/acetate/spandex
- Dry clean
- Made in Italy

",True,False
"This season, fall’s most delicious looks have us feeling fresh—fresh as juice, to be exact. Inspired by liquid lunches, Opening Ceremony reimagined the fruit stand to create a collection stocked with banana peel vinyl, leafy jacquards, and produce stickers stamped on knits. But find no squeezing here: From peel-away epaulets to swirled ruffles, the silhouettes mix the fitted and the draped for a well-balanced collection.  Because juicers play with their food, this straight-fit black dress features an intarsia fruit face across the front. At the back, find a deep-V detailed with a white band. Hidden back zipper closure. 100% Nylon | Made in China",True,False
"(FINAL SALE!) 
Details:
A slim cutout and pleated cross front detailing add interest to this knee-length techno metal cocktail dress. Scoop front and back. Hidden back zipper. Bra-friendly. 

Fabric: Techno metal. 
Polyester/metal/polyamide/elastane. 
Dry clean with out trichloroethylene.                            
How It Fits:
Length: 37"" / 94cm from shoulder to hem
Model is in size 0
Model is 5'9"" / 175cm, bust 32"" / 81cm, waist 23"" / 58.5cm, hips 35"" / 88cm",True,False
